sample,true,keep,order,ok,grid,precision,recall,f1,jaccard,hallucination,omission,margin_mu,margin_min,PI
71,flip_v|rotate|flip_h,flip_h,flip_h,0,0.3125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.11684305724075816,-0.3505291717222745,0.9151670951156813
72,flip_v|rotate|flip_h,flip_h,flip_h,0,0.28125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.12746956534321838,-0.3824086960296551,0.9149484536082474
73,flip_h,rotate,rotate,0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,-0.09163534620942304,-0.09163534620942304,0.9358407079646017
74,rotate|flip_h,flip_v,flip_v,0,0.09375,0.0,0.0,0.0,0.0,1.0,1.0,-0.04385144239106609,-0.06654222844242508,0.9490740740740741
75,rotate|flip_h|flip_v,rotate,rotate,0,0.1875,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.13109941824818883,-0.3932982547445665,0.9544072948328267
76,flip_h,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8403629245740758,0.8403629245740758,0.9301470588235294
77,rotate|flip_h|flip_v,rotate,rotate,0,0.125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.15003034505102786,-0.4500910351530836,0.9655172413793104
78,rotate,rotate,rotate,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2200786368090668,0.2200786368090668,0.981549815498155
79,flip_h|flip_v|rotate,flip_h,flip_h,0,0.25,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.14577774881450534,-0.437333246443516,0.9607250755287009
80,rotate|flip_v,flip_h|flip_v,flip_h|flip_v,0,0.34375,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,-0.16746875237121106,-0.32057922278901074,0.9708994708994709
81,flip_h|flip_v,flip_h,flip_h,0,0.1875,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,-0.4095096707367585,0.8848167539267016
82,rotate,flip_v,flip_v,0,0.21875,0.0,0.0,0.0,0.0,1.0,1.0,0.3797288323818728,0.3797288323818728,0.9254658385093167
83,flip_v|rotate,flip_v,flip_v,0,0.078125,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,-0.0924688074636677,0.963718820861678
84,rotate|flip_v|flip_h,rotate,rotate,0,0.09375,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.15306643218610963,-0.4591992965583289,0.8839050131926122
85,flip_v|rotate,flip_h,flip_h,0,0.171875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.047295075368683825,0.8869047619047619
86,flip_h,flip_h,flip_h,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.34501184391174977,0.34501184391174977,0.9558823529411765
87,flip_h|rotate|flip_v,rotate,rotate,1,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.12017416438719171,-0.36052249316157514,0.9628482972136223
88,flip_v|flip_h|rotate,flip_v,flip_v,0,0.28125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.10059476011995165,-0.30178428035985494,0.9487179487179487
89,flip_v|rotate,rotate,rotate,0,0.1875,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-0.3715879006693763,-0.43717290738933556,0.9339407744874715
90,flip_v,rotate,rotate,0,0.3125,0.0,0.0,0.0,0.0,1.0,1.0,-3.894662959636988,-3.894662959636988,0.9315068493150684
91,rotate|flip_v|flip_h,flip_h,flip_h,0,0.1875,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.24550149455522044,-0.7365044836656613,0.9283819628647215
92,rotate|flip_v,rotate,rotate,0,0.25,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-0.04393229228491924,-0.08400284438885208,0.9478908188585607
93,rotate|flip_v|flip_h,flip_v,flip_v,0,0.28125,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.1143988858722705,-0.3431966576168115,0.9684542586750788
94,flip_v|rotate,flip_v,flip_v,0,0.25,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,-0.983716803510255,0.8954545454545455
95,rotate|flip_v|flip_h,flip_h,flip_h,0,0.40625,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.09132088918914683,-0.2739626675674405,0.9162162162162162
96,flip_v|rotate|flip_h,rotate,rotate,1,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.127412400708694,-0.38223720212608203,0.9262295081967213
97,flip_h|flip_v,flip_h,flip_h,0,0.21875,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,0.0,-0.021671393542962214,0.9260143198090692
98,flip_v|flip_h,flip_h,flip_h,0,0.15625,1.0,0.5,0.6666666666666666,0.5,0.0,0.5,-0.16941845091171404,-0.3734426867000469,0.9501312335958005
99,flip_h|flip_v|rotate,rotate,rotate,0,0.15625,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.03441325463518474,-0.10323976390555423,0.9822064056939501
100,flip_h|flip_v|rotate,rotate,rotate,0,0.21875,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666,-0.07617968871076641,-0.22853906613229924,0.9162162162162162
